the	det.定冠词;表示特指
safe	adj.安全的;谨慎的n.保险箱;家用冰箱
loss	n.减少;损失
doctor	n.巫医;医生v.修改;修理
offer	n.发价;给予v.给予;提出
class	n.班级;课
complete	adj.十足的;完成的v.使完美;完成
access	n.接近;通道v.存取;接近
lower	v.放下;减低low的比较级
repeat	n.复写;重复v.复述;重复
form	n.模型;形体v.构成;形成
darkness	n.黑暗;无知
military	adj.军人的;军事的n.军人;武装部队
warm	adj.感到热的;温暖的v.取暖;同情
drink	n.喝酒;饮料v.喝
passion	n.激怒;激情
one	n.一;一体
physical	adj.物理的;物质的n.体格检查
example	n.范例;例题
ear	n.耳;穗
question	n.难题;问题v.怀疑;问
start	n.惊跳;开始v.出现;惊动
keep	n.保持;供养v.保管;保守
spite	n.不幸;恶意v.恶意对待
direct	adj.笔直的;直接的adv.径直地v.管理;指示
serious	adj.认真的;严肃的
hat	n.贿赂;帽子
dog	n.公狗;狗v.跟踪;困扰
silver	n.钱;银v.镀银于;变成银色
sufficient	adj.自负的;足够的
main	adj.辽阔的;完全的n.体力;叫数
mention	n.传令嘉奖;提及v.传令嘉奖;提到
servant	n.雇员;仆人
pride	n.骄傲;自豪v.使得意;自豪
crowd	n.群;群众v.挨;挤
train	n.连串;列车v.把...对准;训练
wonderful	adj.精彩的
moral	adj.道德的;有道德的n.典型
instant	adj.紧急的;立即的n.时刻;瞬息
path	n.道路;路
mean	adj.卑鄙的;低劣的n.平均;中间v.意味着;意指
fit	adj.健康的;适合的n.合身;配合v.配合;适合
order	n.次序;整齐v.命令;整理
lot	n.抽签;签
enter	v.参加;登记
rule	n.裁决;规则v.控制;统治
sword	n.剑;权力象征
attack	n.攻击;侵蚀v.攻击
seat	n.坐部;座v.供给...座位;使坐下
game	adj.猎物的;跛的n.游戏;运动v.赌掉;赌博
health	n.健康;卫生
paragraph	n.短文;段落v.写短文
statement	n.陈述;声明
social	adj.社会的n.社会保险;社交聚会
refund	n.退还;退款v.退还
sorry	adj.难过的;内疚的
courage	n.勇敢
member	n.成员;子句
grace	n.风度;善意v.给...增光;使优美
official	adj.公职的;正式的n.官员;行政人员
dream	n.出神;梦v.做;想
worthy	adj.有价值的;值得的n.知名人士
rock	n.大石;矿石v.轻摇使;轻摆
jack	n.老兄;男人v.提高;用篝灯猎
special	adj.特殊的;异常的n.特刊;专列
request	n.需要;要求v.要求
mighty	adj.巨大的;强大的adv.很
glance	n.擦过;闪光v.擦过;反射
head	n.上端;头v.长头;发源
movement	n.动;动作
fee	n.采邑;费
share	n.股份;一份v.分开;分享
expect	v.等待;预计
dollar	n.美元;一元银币
spread	n.翼展;展开v.撒;涂
opposite	adj.对面的;反对的adv.在对面n.对边;对立物prep.在...的对面
glory	n.光荣;赞颂v.吹嘘;骄傲
twelve	n.第十二;十二
space	n.场地;空间v.分隔开;留间隔
engaged	adj.被占用的;忙的
peter	v.逐渐减少
wine	n.葡萄酒;药酒v.喝酒
ordinary	adj.平常的;平庸的n.常任法官;寻常
mountain	n.山;山脉
taste	n.尝;味v.尝;吃
iron	n.铁;熨斗v.熨;熨衣
distribute	v.分;分发
trade	n.交易;贸易v.对换;购物
consider	v.考虑;认为
great	adj.大的;久的n.大人物
accept	v.承认;接受
advantage	n.好处;有利地位v.有利于;获利
idea	n.计划;思想
us	n.美国pron.人们;我们
officer	n.船长;法警
rate	n.比率;费率v.呵责;骂走
clothe	v.覆盖;赋予
sign	n.标志;符号v.签;写下
native	adj.出生的n.当地人;土人
judge	n.法官;鉴定人v.裁决;断定
difference	n.差别;特点
work	n.工作;职业v.经营;工作
anxious	adj.焦虑的
marry	v.娶;结婚
captain	n.船长;领袖v.率领
finish	n.结束;抛光v.结束;用完
extent	n.范围;广度
watch	n.手表;守卫v.保卫;等待
curious	adj.好奇的;奇特的
foreign	adj.对外的;外国的
besides	adv.此外;而且prep.除...之外
method	n.方法;条理
excellent	adj.非常的;较高的
confidence	n.信任;信心
marked	adj.明显的;有标记的
exactly	adv.精确地;正
importance	n.重要;自大
final	adj.决定性的;最后的n.决赛;期终考试
bill	n.清单;帐单v.爱抚;接吻
vast	adj.大量的;高大的
prove	v.表现;证明
fancy	adj.别致的;特级的n.任性;设想v.相信;想象
quick	adj.聪敏的;快的adv.紧身地;快n.活肉
yes	adv.不对;是n.是;赞成票
prevent	v.防止;先去
neck	n.颈肉;颈项v.割颈杀;变狭
heart	n.内心;心
liberty	n.释放;许可
interest	n.利益;趣味v.使参与;使感兴趣
side	n.边;旁边v.同意;赞助
legal	adj.法律的;合法的
dry	adj.干的;干燥的v.使干;变干
serve	n.发球;轮到发球v.任;帮佣
aside	adv.离开;撇开n.离题的话;旁白
pure	adj.纯粹的;纯净的
concerning	prep.关于
lose	v.失去;遗失
power	n.力;能力v.促进
possess	v.具有;拥有
evidence	n.根据;迹象v.显示;证明
distant	adj.冷淡的;远的
progress	n.进步;前进v.改进;前进
similar	adj.相似的;相像的
narrow	adj.勉强的;狭的n.狭谷;狭窄部分v.变狭;缩小
altogether	adv.完全;总共
build	n.体形;构造v.构成;建设
page	n.记录;页v.翻阅;侍侯
particular	adj.特定的;特殊的n.详情;一项
know	v.记住;确知
week	n.工作周;星期
hold	n.拿;船舱v.表现;掌着
mountain	n.山;山脉
search	n.检查;搜查v.探;细察
sad	adj.悲哀的;可悲的
sin	n.过错;罪v.犯;犯过失
lie	n.谎言;躺v.说谎;平卧
proud	adj.感到自豪的
pieces	n.身心崩溃v.拆开
clear	adj.纯色的;清晰的adv.离开着;完全v.扫清;变晴
price	n.贿金;价格v.给...定金;定金
ship	n.船;飞船v.用船运;上船
thirty	n.第三十;三十
sick	adj.病人的;恶心的v.使厌恶
honest	adj.诚实的;真诚的
shut	v.关上;合上
talk	n.讲话;闲话v.讲;谈论
bank	n.岸;堆v.开银行;做庄家
fate	n.命运;天命
judgment	n.判断;审判
condition	n.健康状况;状况v.使健康;训练
accept	v.承认;接受
hill	n.小山;斜坡
forest	n.林区;一丛
measure	n.尺寸;量度v.打量;量
species	n.种;种类
seek	v.试图;去
otherwise	adv.别样;不然
stream	n.河;流v.流;飞奔
honor	n.名誉;荣誉v.使增光;尊敬
careful	adj.关切的;精确的
obtain	v.持有;达到
ear	n.耳;穗
bread	n.面包;食物
bottom	adj.底部的;基础的n.底;枯谷v.使基;基于
additional	adj.添加的
present	adj.出席的;现在的n.现在;礼物v.表示;提出
aid	n.帮助;外援v.帮助
finger	n.手指;指状物v.指出;伸出
remember	v.记得;牢记
choose	v.情愿;欲;挑选
animal	n.动物;畜
event	n.结果
delight	n.高兴;可爱性v.使高兴;感到高兴
right	adj.合适的;正当的adv.好;正当地n.实况;正当v.补救;纠正
amount	n.量;总数v.等同;合计
obtain	v.持有;达到
tax	n.负担;税v.对...收会费;对...征税
servant	n.雇员;仆人
son	n.儿子;女婿
cross	adj.交叉的;相互的adv.横跨地n.十字架v.穿过;交叉
shoulder	n.肩;肩部v.担负;肩起
thick	adj.厚的;密的n.傻瓜
point	n.尖;尖形部件v.显示;指
stranger	n.陌生人;生手strange的比较级
wood	n.木;木材
fact	n.事实;细节
dare	n.大胆;挑战v.敢;敢做
grow	v.种;长
creature	n.人;生物
rain	n.一阵;雨v.下;诉苦
false	adj.不诚实的;不正确的
tall	adj.长的;高的
gate	n.大门;路v.给...装门;用门控制
nation	n.国家;国民
quiet	adj.安静的;寂静的n.安静;安宁v.确认;使安静
surface	n.表面;地面v.使公开化;变得清醒
freely	adv.直爽地;自由地
holy	adj.神圣的;圣洁的
street	n.街;街区
blow	n.吹;花v.吹;吹响
regard	n.关系;敬爱v.敬爱;看待
fashion	n.方式;上流社会v.改变;制作
report	n.报道;报告v.报道;说
coast	n.海岸;滑行v.绕...而行;滑行
daily	adj.每日的;一天的adv.每日n.女佣;日报
file	n.文件夹;锉刀v.发送;锉
shoulder	n.肩;肩部v.担负;肩起
face	n.表面;脸v.面朝;朝
succeed	v.接替;成功
bird	n.鸟;幼鸟
royal	adj.国王的;敕立的n.顶桅帆;王裁
song	n.歌;诗歌
wealth	n.财富;丰富
comfort	n.安慰;盖被v.安慰;帮助
fail	n.不及格;交割失信v.不;缺乏
freedom	n.直爽;自由
peculiar	adj.奇怪的;特殊的
anyone	pron.任何人
advance	adj.先行的;预先的n.前进v.促进;提出
gentle	adj.轻柔的;温和的
sure	adj.可靠的;确信的adv.当然;无疑
animal	n.动物;畜
wait	n.等待;幕间时间v.等待;等
secure	adj.安全的;安心的v.保证;缚牢
grass	n.草;草场
touch	n.触;触觉v.触摸;触摸
draw	n.被拉的量;拉v.拔出;拉
stage	n.舞台;戏剧;阶段v.举办;展现
portion	n.一部分;一份v.把...分给;命定
express	adj.明确的;专门的adv.特意地;用快递n.捷运公司;快车v.表示
open	adj.开着的;空旷的n.旷野;露天v.开;开辟
spirit	n.精神;灵魂v.鼓励;偷偷地走
fish	n.鱼;鱼肉v.捕;捕鱼
tongue	n.舌;语言
capital	adj.首都的;重要的n.首都;资本
angry	adj.发怒的;狂暴的
grow	v.种;长
carriage	n.支架;姿势
weather	n.恶劣天气;天气v.经受风雨;退色
breast	n.胸;胸部v.攀登;以胸撞
presently	adv.不久;当即
snow	n.下雪期;雪v.用雪困住;下雪
paper	n.文件;纸v.用纸包起;贴糊墙纸
necessity	n.必然;必要
practice	n.练习;实践
claim	n.权利;要求v.要求;主张
education	n.教育;教育学
sharp	adj.锋利的;尖的
prince	n.国君;王子
group	n.集体;组v.簇射;形成组
play	n.比赛;玩v.开;玩
throughout	adv.到处prep.遍及
pity	n.可惜;同情v.同情;有同情心
expense	n.花钱;价钱
yours	pron.你的
million	n.百万;许多
add	v.添加;做加法
pray	adv.请v.祈望;做
explain	v.讲解;解释
lead	n.指引;铅v.牵;致使
kill	n.击落;杀死v.冻死;杀死
shadow	n.阴影;影子v.钉...的梢;渐变
companion	n.同伴;职业伴侣
weight	n.重;重量单位v.使负重;使倾斜
mass	n.弥撒;弥撒曲;团v.集中;聚集
establish	v.安置;建立
suffer	v.经受;忍受
gray	n.戈瑞
brave	adj.勇敢的;壮观的n.恶棍;勇敢的人v.向...挑战;吹嘘
thin	adj.薄的;稀薄的;瘦的v.使薄;变薄
check	n.停止;制服v.核对;击退
virtue	n.美德;贞操
golden	adj.含金的;金的
numerous	adj.许多的
frequent	adj.经常的v.常到;交往
famous	adj.第一流的;著名的
tell	v.吩咐;讲
powerful	adj.浓烈的;强壮的
alive	adj.存在的;活着的
waters	n.海域;近海
national	adj.国家的;国民的n.国民;全国总部
weak	adj.不牢固的;虚弱的
divine	adj.敬神的;神的n.神;神学的v.发现;推测
material	adj.身体上的;物质的n.布;材料
principal	adj.主震的;资本的n.为首的人;主要演员
gather	v.收集;积聚
suggest	v.建议;意思是
frank	adj.坦白的n.弗兰克;欧洲人
valley	n.流域;山谷
guess	n.猜测v.猜;想
find	n.发现;发现物v.发现;找出
yellow	adj.发黄的;黄的n.黄;黄色颜料v.使发黄;发黄
heat	n.热;体温v.使热;变热
remain	v.留下;剩余
guard	n.警戒;警卫员v.保守;看守
equal	adj.平等的;平均的n.匹敌者;同等的人v.比得上;相等
natural	adj.有关自然的n.智力低下的人
box	n.箱;巴掌v.打;斗拳
remarkable	adj.非凡的
god	n.上帝n.男神;神
moon	n.月光;月球v.虚度;懒散度日
slight	adj.少量的;纤细的n.冷落;轻视v.忽视;看轻
style	n.派头;样式v.叫
point	n.尖;尖形部件v.显示;指
window	n.窗;窗框
cross	adj.交叉的;相互的adv.横跨地n.十字架v.穿过;交叉
pound	n.磅;镑v.捣碎;剧跳
evident	adj.明显的
principle	n.原则;准则
immediate	adj.立即的;直接的
willing	adj.愿意的
principle	n.原则;准则
character	n.品德;性质
season	n.季;节期v.给...调味;变干燥
remark	n.言辞;注意v.说;注意
science	n.科学;科学事物
tender	adj.嫩的;温柔的n.关怀;交付v.交付;提出
work	n.工作;职业v.经营;工作
whisper	n.低语;微量v.低声说出;低语
interest	n.利益;趣味v.使参与;使感兴趣
quarter	n.四分之一;一刻钟
midst	n.中部prep.在...之中
apparent	adj.表面上的;显然的
bore	n.孔;内膛v.挤出;钻
active	adj.活跃的;积极的n.活跃的人;主动态
aware	adj.懂事的;意识到的
uncle	n.伯父;大伯;舅父
list	n.表;布条v.列举;听
dangerous	adj.引起危险的
august	adj.威严的
calm	adj.安静的;平静的n.安静;镇静v.使平静;平静下来
genius	n.特征;天才
sacred	adj.宗教的
kingdom	n.君主身份;王国
entire	adj.单一的;全部的
popular	adj.民众的
unknown	adj.不知道的n.未知的人;未知元
nice	adj.好的;好看的
habit	n.气质;习惯
familiar	adj.亲近的;熟悉的n.常客;知交
reader	n.读者;教科书
publish	v.出版;发表
direct	adj.笔直的;直接的adv.径直地v.管理;指示
handsome	adj.好看的;慷慨的
join	n.并;连接v.连接;参加
actually	adv.竟然;如今
king	n.大王;君主
post	n.柱;岗位v.宣布;押
approach	n.进路;近似v.近似;靠近
hear	v.听;听见
need	aux.须要n.缺少;需要v.缺少;需要
walk	n.行走路程;走v.走遍;走
twice	adv.两倍;两次
throw	n.冒险;投掷v.发射;投
appoint	v.任命;下令
wisdom	n.明智;知识
number	n.数目;算术v.把...编号;计数
demand	n.需要;要求v.强要;询问
priest	n.祭司;司铎
sorrow	n.悲伤;悔憾v.哀痛;懊悔
drive	n.驾驶;紧迫v.逼迫;赶
fault	n.错误;缺点v.产生断层;犯错误
listen	v.听;听从
palace	n.豪华住宅;王宫
affair	n.事;事情
contact	n.接触;熟人v.使接触;接触
station	n.车站;站v.安置
beat	adj.筋疲力尽的n.跳动v.打;拍打
listen	v.听;听从
fool	n.蠢人;弄臣v.愚弄;玩弄
become	v.适合;变成
watch	n.手表;守卫v.保卫;等待
hurt	n.打击;伤v.弄痛;痛
want	n.缺乏;需要v.缺乏;要
express	adj.明确的;专门的adv.特意地;用快递n.捷运公司;快车v.表示
height	n.高;高处
size	n.尺码;大v.相比;给...上涂料
edge	n.边;刀口v.加边于;使锋利
subject	adj.臣服的;需要...的n.题目;学科v.使臣服;提供
task	n.工作;任务
follow	v.跟随;伴随
interest	n.利益;趣味v.使参与;使感兴趣
nine	n.第九;九
sympathy	n.吊慰;同情
burst	n.爆发;爆炸v.爆发;爆炸
dress	n.衣服;装饰v.布置;穿衣
lift	n.提;天空v.鼓舞;提
hope	n.希望v.希望;相信
suffer	v.经受;忍受
noise	n.声音;噪声
tell	v.吩咐;讲
mind	n.头脑;智力v.记住;照料
farther	adv.此外;更远地far的比较级
literature	n.文献;文学
vessel	n.船;飞船;容器
affection	n.属性;影响
suffer	v.经受;忍受
proceed	v.进而做;进行
flesh	n.肥胖;肉v.长肉
advice	n.报道;劝告
grand	adj.崇高的;宏伟的n.一千英镑
carry	n.射程;运载v.提;携带
leg	n.假腿;腿
post	n.柱;岗位v.宣布;押
collection	n.募捐;收集
empty	adj.空的;空虚的n.空瓶v.使空;流出
rank	adj.极度肥沃的n.排;行列v.把...分等;级别高于
storm	n.风暴;狂风v.强击;暴怒
imagine	v.猜想;想
pocket	n.一袋;钱袋v.把...围住;皱起
arrival	n.到达;到达者
loud	adj.俗艳的;响亮的adv.大声地
sentence	n.句子;命题v.使遭受;宣判
lovely	adj.心灵美的adv.漂亮地n.美女
happen	v.发生;碰巧
absence	n.缺乏;缺席
breakfast	n.早餐v.进早餐
population	n.全部人;人口
thank	v.感谢;谢谢
rule	n.裁决;规则v.控制;统治
inhabitant	n.居民
series	n.连续;系列演出
laugh	n.笑;笑柄v.开颜;笑
address	n.地址;演说v.对付;呼吁
relief	n.缓解;救济
bird	n.鸟;幼鸟
owner	n.船长;物主
impression	n.压印;印象
coat	n.皮毛;上衣v.在...上涂
prepare	v.准备
relation	n.关系;亲属关系
shape	n.体形;形状v.形成;表规
birth	n.出生;分娩v.产生;生
rapid	adj.陡的;快的n.急流
smoke	n.抽烟;烟v.抽;熏制
January	n.一月
machine	n.机动车;机器v.使定型
content	adj.高兴的;满意的n.内容;满意v.使满意
regular	adj.定时的;恒常的n.常客;正规兵
stand	n.停住;站立v.经受;容忍
wholly	adv.全部地;完全地
busy	adj.忙的v.使忙于;忙碌
treat	n.款待;乐事v.对待;看待
burning	adj.发热的;燃烧的
shame	n.羞耻;羞辱v.感到羞耻
quality	n.品德;性质
bay	adj.枣红色的n.湾;坝v.对...吠叫;大声叫嚷
discover	v.发现;显露
inside	n.里面;内脏prep.在...的肚内;在...里面
brain	n.脑;脑袋v.重击...的头
soil	n.大地;国土v.腐蚀;弄脏
complete	adj.十足的;完成的v.使完美;完成
message	n.启示;信息v.通报
ring	n.戒指;金环v.发;鸣
call	n.号声;呼叫v.呼唤;叫
phrase	n.短语;话语v.措词;分成短句
act	n.幕;行为v.扮演;演
mention	n.传令嘉奖;提及v.传令嘉奖;提到
square	adj.成直角的;正方形的adv.成正方形;成直角n.方格;广场v.符合;结清
pair	n.一双;一条v.成对;配合
title	n.标题;一种v.给...加标题;授予...称号
understand	v.得知;理解
Sunday	n.星期天
fruit	n.果实;水果v.使结果实;结果实
mad	adj.发狂似的;疯的
force	n.力;武力v.强迫;逼叫
tea	n.茶;茶叶
rock	n.大石;矿石v.轻摇使;轻摆
slave	n.奴隶v.使从属;使做奴隶
fall	n.降落;落下v.砍倒;跌倒
absolute	adj.纯粹的;道地的n.绝对;绝对事物
slow	adj.耗时的;慢的adv.慢慢地v.放慢;放慢速度
bear	n.玩具熊;熊v.忍;压
mercy	n.慈悲;宽大处理
explain	v.讲解;解释
contain	v.包含;可包含
grief	n.悲伤;不幸
soldier	n.军事家;士兵
previous	adj.过早的;以前的
welcome	adj.被允许的;受欢迎的n.欢迎;欢迎的话v.欢迎;迎接
prayer	n.祷告;祷文
star	n.星;星宿v.用星装饰;当明星
belief	n.相信;信念
inform	v.通知;告发
moment	n.片刻;时机
poetry	n.诗;诗的特征
constant	adj.不断的;忠实的n.常数;常项
buy	n.购买v.获得;买
final	adj.决定性的;最后的n.决赛;期终考试
faithful	adj.尽职的;忠实的n.忠实信徒;虔诚徒众
