the	det.定冠词;表示特指
#farther	adv.此外;更远地far的比较级
literature	n.文献;文学
vessel	n.船;飞船;容器
affection	n.属性;影响
suffer	v.经受;忍受
proceed	v.进而做;进行
flesh	n.肥胖;肉v.长肉
advice	n.报道;劝告
grand	adj.崇高的;宏伟的n.一千英镑
carry	n.射程;运载v.提;携带
leg	n.假腿;腿
post	n.柱;岗位v.宣布;押
collection	n.募捐;收集
empty	adj.空的;空虚的n.空瓶v.使空;流出
rank	adj.极度肥沃的n.排;行列v.把...分等;级别高于
storm	n.风暴;狂风v.强击;暴怒
imagine	v.猜想;想
pocket	n.一袋;钱袋v.把...围住;皱起
arrival	n.到达;到达者
loud	adj.俗艳的;响亮的adv.大声地
sentence	n.句子;命题v.使遭受;宣判
lovely	adj.心灵美的adv.漂亮地n.美女
happen	v.发生;碰巧
absence	n.缺乏;缺席
breakfast	n.早餐v.进早餐
population	n.全部人;人口
thank	v.感谢;谢谢
rule	n.裁决;规则v.控制;统治
inhabitant	n.居民
series	n.连续;系列演出
laugh	n.笑;笑柄v.开颜;笑
address	n.地址;演说v.对付;呼吁
relief	n.缓解;救济
bird	n.鸟;幼鸟
owner	n.船长;物主
impression	n.压印;印象
coat	n.皮毛;上衣v.在...上涂
prepare	v.准备
relation	n.关系;亲属关系
shape	n.体形;形状v.形成;表规
birth	n.出生;分娩v.产生;生
rapid	adj.陡的;快的n.急流
smoke	n.抽烟;烟v.抽;熏制
January	n.一月
machine	n.机动车;机器v.使定型
content	adj.高兴的;满意的n.内容;满意v.使满意
regular	adj.定时的;恒常的n.常客;正规兵
stand	n.停住;站立v.经受;容忍
wholly	adv.全部地;完全地
busy	adj.忙的v.使忙于;忙碌
treat	n.款待;乐事v.对待;看待
burning	adj.发热的;燃烧的
shame	n.羞耻;羞辱v.感到羞耻
quality	n.品德;性质
bay	adj.枣红色的n.湾;坝v.对...吠叫;大声叫嚷
discover	v.发现;显露
inside	n.里面;内脏prep.在...的肚内;在...里面
brain	n.脑;脑袋v.重击...的头
soil	n.大地;国土v.腐蚀;弄脏
complete	adj.十足的;完成的v.使完美;完成
message	n.启示;信息v.通报
ring	n.戒指;金环v.发;鸣
call	n.号声;呼叫v.呼唤;叫
phrase	n.短语;话语v.措词;分成短句
act	n.幕;行为v.扮演;演
mention	n.传令嘉奖;提及v.传令嘉奖;提到
square	adj.成直角的;正方形的adv.成正方形;成直角n.方格;广场v.符合;结清
pair	n.一双;一条v.成对;配合
title	n.标题;一种v.给...加标题;授予...称号
understand	v.得知;理解
Sunday	n.星期天
fruit	n.果实;水果v.使结果实;结果实
mad	adj.发狂似的;疯的
force	n.力;武力v.强迫;逼叫
tea	n.茶;茶叶
rock	n.大石;矿石v.轻摇使;轻摆
slave	n.奴隶v.使从属;使做奴隶
fall	n.降落;落下v.砍倒;跌倒
absolute	adj.纯粹的;道地的n.绝对;绝对事物
slow	adj.耗时的;慢的adv.慢慢地v.放慢;放慢速度
bear	n.玩具熊;熊v.忍;压
mercy	n.慈悲;宽大处理
explain	v.讲解;解释
contain	v.包含;可包含
grief	n.悲伤;不幸
soldier	n.军事家;士兵
previous	adj.过早的;以前的
welcome	adj.被允许的;受欢迎的n.欢迎;欢迎的话v.欢迎;迎接
prayer	n.祷告;祷文
star	n.星;星宿v.用星装饰;当明星
belief	n.相信;信念
inform	v.通知;告发
moment	n.片刻;时机
poetry	n.诗;诗的特征
constant	adj.不断的;忠实的n.常数;常项
buy	n.购买v.获得;买
final	adj.决定性的;最后的n.决赛;期终考试
faithful	adj.尽职的;忠实的n.忠实信徒;虔诚徒众
ride	n.骑;骑马道v.骑;乘坐
policy	n.方针;计谋
supper	n.晚餐
draw	n.被拉的量;拉v.拔出;拉
excitement	n.刺激;激动
demand	n.需要;要求v.强要;询问
fight	n.战斗;争吵v.打;奋斗
field	n.场地;田v.接;派...上场
drove	n.人群;畜群
upper	adj.北部的;较高的n.上铺;鞋帮
sum	n.和;总数v.总结;共计
motion	n.动;提议v.摆动;做手势
assistance	n.帮助;补助
forty	n.第四十;四十
stone	n.界石;磨石v.向...扔石块;用石铺
fee	n.采邑;费
kindly	adj.仁慈的;温和的adv.仁慈地;衷心地
dignity	n.官阶;庄严
catch	n.捕获物;抓v.接住;抓住
seat	n.坐部;座v.供给...座位;使坐下
knee	n.膝部;膝关节v.向...下跪
current	adj.流动的;通行的n.电流;流
send	v.发送;派遣
object	n.对象;物体v.提出;反对
gain	n.获得;增加v.获得;增加
bitter	adj.有苦味的n.苦;苦味
possibly	adv.无论如何;也许
slave	n.奴隶v.使从属;使做奴隶
separate	adj.不同的;分开的v.分割;分隔
loose	adj.放松的;宽松的adv.宽松地v.解开;释放
text	n.课文;课本
don	n.先生v.披上
credit	n.信任;信誉v.把...归于;信任
hop	n.毒品;忽布v.飞越;跳过
print	n.印刷;印刷品v.打上;印
feature	n.脸型;面貌v.是...的特色;以...为特色
fond	adj.喜爱的
control	n.管制;指挥v.统制;抑制
capable	adj.有能力的
fifteen	n.第十五;十五
firm	adj.坚定的;坚固的n.工作小组;商号v.确认;变硬
superior	adj.较大的;较高的n.上级;占优势者
cruel	adj.残忍的;严格的
spiritual	adj.精神的n.黑人的圣歌
harry	n.袭击v.烦扰;袭击
splendid	adj.有光彩的;壮丽的
proof	n.证据;证明v.检验;校对
press	n.按;压力v.按;挤出
join	n.并;连接v.连接;参加
process	n.步骤;过程v.对...起诉;列队行进
crime	n.犯罪;罪
dust	n.地面;粉v.擦去;沾上灰
instantly	adv.立即;迫切地conj.一...
land	n.地产;陆地v.靠岸;落下
relation	n.关系;亲属关系
door	n.门;门状物
concern	n.公司;关心v.涉及;使挂念
deep	adj.深的;有...深的adv.强烈地;深深地n.海;海渊
practical	adj.可实施的;实践的
sing	v.唱;啼
destroy	v.打破;破坏
anger	n.怒;痛苦v.使发怒;发怒
result	n.获胜;结果v.发生;结果
increase	n.放大;增加v.放;增加
reason	n.理由;理智v.劝喻;讨论
nose	n.鼻子;气味v.探出;嗅
friendly	adj.朋友的;友善的adv.友好地
entrance	n.进入;入口v.使狂喜
room	n.房间;一套房间v.占一房间
admit	v.承认;接受
supply	n.供应;供应量v.供给;弥补
clean	adj.纯洁的;清洁的adv.干净地;完全地v.剥光;被打扫
useful	adj.有用的
yesterday	n.昨日;昔日
delicate	adj.柔和的;鲜美的
fail	n.不及格;交割失信v.不;缺乏
continue	v.继续;延伸
remove	v.调动;脱下
address	n.地址;演说v.对付;呼吁
choice	adj.上等的;中上级的n.选择;选择时机
huge	adj.庞大的
need	aux.须要n.缺少;需要v.缺少;需要
wear	n.穿;服装v.穿着;蓄
blind	adj.盲人的;瞎的adv.盲目地;轻率地n.眼罩;遮蔽物v.比...更亮;使瞎
unable	adj.不能的;赢弱的
cover	n.书壳;掩蔽v.盖;代替
double	adj.两倍的;双的adv.两倍地;双双地n.酷似的人;两倍v.握紧;代替
victory	n.成功;胜利
dozen	n.打;许多
constant	adj.不断的;忠实的n.常数;常项
level	adj.平的;一般高的n.基准面;水平面v.击倒;瞄准
release	n.发泄;放v.发泄;放出
rough	adj.不平滑的;未加工的n.粗人v.对...动粗;使不平
end	n.端;终止v.结束;胜过
show	n.演出;展览v.陈列;给...看
fly	n.苍蝇v.使飞;飞
praise	n.赞美;赞扬v.评价;赞颂
devil	n.恶棍;魔鬼v.给律师当助手
ahead	adv.向前;在将来
smith	n.创造者;锻工;工匠
connect	v.联系;连接
degree	n.程度;度
gain	n.获得;增加v.获得;增加
addition	n.加;增加的人
chamber	adj.室内的;私人的n.会议厅;室v.装
note	n.按语;短笺v.记录;注意
gradual	adj.不陡的;渐渐的
soul	n.精神;灵魂
mission	n.传教团;外交使团
sacrifice	n.祭品;献祭v.牺牲;献祭
mistake	n.错误;误解v.误解;误认
exercise	n.履行;运动v.履行;训练
conscience	n.良心;意识
car	n.车厢;小汽车
theory	n.理论;学说
command	n.命令;指挥v.俯临;命令
nobody	pron.没有人
minister	n.部长;公使v.敷;供给
close	adj.紧的;近的adv.接近地n.结束;终止v.关;关
energy	n.活力;能
bare	adj.赤裸的;光秃的v.揭露;使赤裸
part	n.一部分;组成部分v.放弃;分开
mistress	n.主妇
hate	n.仇恨v.不愿;仇恨
play	n.比赛;玩v.开;玩
color	n.颜色v.变色;脸红
lake	n.池;湖
safety	n.安全;无损
provision	n.供应;条文v.向...供应食品和其他必需品
asleep	adj.长眠的;麻木的
centre	n.心;正中v.集中;居中
faint	adj.微小的;无力的n.昏厥v.变得微弱;昏厥
think	v.想;想像
parent	n.父亲;祖先v.做...的父亲
careful	adj.关切的;精确的
enjoy	v.经历;享有
drop	n.滴;微量v.滴
brilliant	adj.光辉的;卓越的n.最小号铅字
brief	adj.短暂的;距离短的n.辩护状;概要v.作...的提要
bring	v.促使;出产
worship	n.崇拜;敬神v.崇拜;敬奉
goods	n.货物;衣料
tale	n.陈述;故事
skin	n.皮;外皮v.剥去...的皮;蜕皮
roof	n.顶;房屋v.给...装以特定屋面
grey	adj.灰色的n.灰色;坯布v.成为灰色
high	adj.高的;高地的adv.高;高价的n.高地;高峰
crown	n.王冠;王位v.给...戴上;露顶
castle	n.藏身所;城堡v.王车易位
throne	n.宝座;君王v.登上王位
despair	n.绝望v.对...绝望;绝望
ease	n.安适;容易v.放松;解除
attach	v.系;附属
total	adj.完全的;总的n.总数v.总数达;总计
kindness	n.仁慈
mile	n.英里
citizen	n.公民;平民
circle	n.环状物;圆v.绕过;围着
dull	adj.隐约的;愚钝的v.减轻;变钝
extreme	adj.极大的;极端的n.极度;极端
cloud	n.一大群;云v.覆盖;弄暗
figure	n.价格;数字v.计算;出现
intention	n.意思;意图
prison	n.监狱;牢狱v.监禁
term	n.词;期v.把...称为
thorough	adj.彻底的
cup	n.杯;杯子v.用杯盛;拔火罐
member	n.成员;子句
civil	adj.公民的;国内的
apply	v.涂;应用
labor	n.工作;劳动v.劳动;努力
everywhere	pron.每一处
strike	n.罢工;打v.打;敲
fair	adj.公正的adv.公正地;正面地n.美;女人
comply	v.遵从
fellow	n.男人;人
event	n.结果
gently	adv.缓慢地;平缓的
connection	n.联系;连接
protection	n.保护;保护者
conscious	n.意识;有意的
edition	n.版本
direct	adj.笔直的;直接的adv.径直地v.管理;指示
pull	n.拉;拉力v.采;拉
flight	n.飞翔;抽逃
evident	adj.明显的
surround	v.包围;围住
yard	n.码;庭院;场地
voice	n.禽鸣声;说话声v.给...整音;说
weary	adj.疲劳的;厌倦的v.渴望;疲劳
couple	adj.两个n.夫妻;一对v.联想;连接
variety	n.变化;种类
whilst	conj.直到
volume	n.音量;卷;体积
detail	n.细部;细节v.列举;详述
custom	n.光顾;习惯
apart	adv.成距离;成零碎
bow	n.弓;虹v.弯曲;鞠躬
awful	adj.使人畏惧的adv.十分
everybody	pron.每人
ask	v.问
lover	n.爱人;情夫
show	n.演出;展览v.陈列;给...看
suit	n.套;衣服v.适合;合适
plan	n.方法;计划v.计划;设计
render	v.付给;给予
picture	n.画v.绘;映出
lest	conj.唯恐
volunteer	adj.志愿的;自生的n.志愿兵;自愿者v.自愿;自愿提供
sing	v.唱;啼
eager	adj.敏锐的;热切的
precious	adj.贵重的adv.极其n.珍爱的人
require	v.想要;需要
meat	n.肉;食物
whenever	adv.无论什么时候conj.无论什么时候
milk	n.奶;乳剂v.抽取;出奶
dog	n.公狗;狗v.跟踪;困扰
successful	adj.成功的;有成就的
plant	n.秧苗;植物v.插;种
vision	n.幻觉;看;视觉
rare	adj.稀薄的;稀有的adv.很v.渴望
grant	n.给予;授予物v.承认;授予
raise	n.高岗;提高v.举起;竖起
manner	n.方式;态度
cousin	n.堂兄弟;远亲
cool	adj.冷静的;凉的n.冷淡;冷静v.变凉;减缓
trial	adj.审讯的;试验的n.麻烦;试
learn	v.发现;学
approach	n.进路;近似v.近似;靠近
bridge	n.鼻梁;桥v.架桥于;跨越
abroad	adv.到国外;出国
pay	n.报偿;付钱v.付;付款
literary	adj.书面的;文学的
writer	n.执笔者;作者
disappear	v.使不见;消失
interrupt	n.隔阂;中断v.打断;中止
stock	n.砧木;主干;储备v.备货;发肿
reader	n.读者;教科书
dreadful	adj.可怕的;糟透了的n.廉价刺激性小说
female	adj.雌的;女的n.雌性动物;女子
protect	v.保护
accustom	v.使习惯于
type	n.类型v.翻印;打字
salt	n.盐;盐状物v.撒盐于...上;以盐喂
destroy	v.打破;破坏
sign	n.标志;符号v.签;写下
innocent	adj.率真的;清白的n.无罪的人;新手
temper	n.性情;脾气v.回火;缓和
plenty	adj.很多的adv.充分地n.丰富;富裕
avoid	v.避开;避免
represent	v.代表;使有代表
favor	n.得宠;恩惠v.赐与;喜爱
mental	adj.精神的;颏的
attitude	n.态度;姿势
return	n.回;送回v.回报;回
admiration	n.惊奇;钦佩
brother	n.兄弟;挚友
anxiety	n.焦虑;渴望
queen	n.酋长夫人;王后
teach	v.教;教导
count	n.计算;数数v.数;值
curiosity	n.好奇;奇物
solemn	adj.隆重的;严肃的
cause	n.理由;事业v.使;使产生
vessel	n.船;飞船;容器
dance	n.跳舞;舞v.舞;舞动
hotel	n.饭店;公馆
wicked	adj.坏的;淘气的
kiss	n.轻拂;吻v.轻拂;吻
gun	n.鸣放;炮v.向...开枪;加大油门
fill	n.充分;装填物v.挤满;装满
visible	adj.明显的;现有的
guide	n.导游;向导v.操纵;给...领路
earnest	adj.认真的;重要的n.保证;定金
actual	adj.实际的;现行的
companion	n.同伴;职业伴侣
prisoner	n.犯人;刑事被告
miserable	adj.贫困的;痛苦的n.遭受苦难的人
lad	n.家伙;男孩
harm	n.损害;邪恶v.损害
view	n.观看;视力v.查看;观看
utter	adj.绝对的;完全的v.发出;发射
end	n.端;终止v.结束;胜过
shop	n.购物;商店;营业v.选购;浏览
stair	n.楼梯;梯级
pardon	n.饶恕;赦免v.免除;赦免
gay	adj.欢快的adv.很;卖弄地
beg	v.恳求;请
seldom	adv.不常
kind	adj.和蔼的;友好的n.类;种类
record	n.记录;履历v.登记;记录
fat	adj.肥胖的;育肥的n.肥肉;脂肪
sand	n.沙;沙滩v.撒沙于;沙淤
violent	adj.暴力的;狂热的
flat	adj.瘪的;平的adv.平直地;完全地n.平面;一层
departure	n.背离;开始
deliver	v.交出;投递
gift	n.礼物;赠送
ruin	n.毁灭;破产v.毁坏;毁灭
skill	n.技术;熟练性
cattle	n.大众;牛
equipment	n.才能;配备
temple	n.教堂;圣堂
call	n.号声;呼叫v.呼唤;叫
license	v.批准;准许
visit	n.参观;视察v.访问;视察
consent	n.融洽;同意v.同意;一致
sufficient	adj.自负的;足够的
native	adj.出生的n.当地人;土人
laughter	n.笑;笑意
contain	v.包含;可包含
scattered	adj.分散的;散射的
whence	adv.从何处;从那里conj.据此
rush	n.冲;匆忙v.猛推;冲
chief	adj.为首的;主要的n.酋长;首领
bold	adj.冒失的;勇敢的n.黑体
anywhere	pron.任何地方
witness	n.证据;证人v.目击;作证
foolish	adj.发窘的;荒谬的
help	n.帮助;补救办法v.帮助;助
kitchen	n.厨房;厨师
sell	n.欺骗;推销v.出卖;卖
anybody	pron.任何人
self	n.本性;私利
extreme	adj.极大的;极端的n.极度;极端
treatment	n.处理;对待
throat	n.嗓音;咽
dream	n.出神;梦v.做;想
patient	adj.忍耐的;有耐心的n.病人;顾客
speed	n.快;速率v.促进;快走
growth	n.生长;增长
quantity	n.大量;量
immense	adj.广大的;无限的
conclusion	n.结论;结尾
computer	n.计算机;计算器
affect	n.内心倾向;自觉感情v.打动;侵袭
severe	adj.尖锐的;严肃的
excuse	n.藉口;歉意v.为...辩解;原谅
triumph	n.胜利;喜悦v.征服;获胜
origin	n.出身;起端
eternal	adj.永恒的;永久的n.上帝
audience	n.读者;观众
page	n.记录;页v.翻阅;侍侯
sound	adj.健康的;牢固的n.声;音v.宣告;发音
swift	adj.迅速的n.褐雨燕
limit	n.范围;限度v.限定;限制
wing	n.翅;翅膀v.飞过;飞
service	n.服务v.检修;为...服务
library	n.书房;图书馆
remain	v.留下;剩余
contain	v.包含;可包含
base	adj.基础的;卑劣的n.基;基础v.驻扎;作...的基础
confusion	n.困惑;骚乱
win	n.胜利;赢得物v.赢得;成功
maid	n.处女;少女
charm	n.美貌;魅力v.使高兴;行魔法
edition	n.版本
attend	v.出席;侍候
soft	adj.轻的;柔滑的adv.柔软地;嘘
reality	n.实在;现实
perform	v.履行;做
glorious	adj.光荣的;壮丽的
likewise	adv.同样地;也
site	n.地方;地皮v.给...择址;设置
sail	n.帆;帆船v.驾驶;漂浮
frighten	v.使惊恐
acquaint	v.使认识
unhappy	adj.不恰当的;不幸的
fear	n.害怕;可能性v.害怕;恐怕
article	n.契约;条款;物品;冠词v.列举;进行控告
prisoner	n.犯人;刑事被告
store	n.储存;大量v.储备;装满
adopt	v.采取;继承
remark	n.言辞;注意v.说;注意
cook	n.厨子;蒸煮v.烹调;烧
thousand	n.第一千;一千
pause	n.停顿;暂停v.踌躇;暂停
band	n.群;箍v.聚集
valuable	adj.贵重的;有价值的n.贵重物品
hence	adv.去;因此
desert	n.荒漠;沙漠v.背离;抛弃
effect	n.感受;结果v.产生;使发生
kiss	n.轻拂;吻v.轻拂;吻
plant	n.秧苗;植物v.插;种
ice	n.冰;冰状物v.使凉;结冰
ball	n.球;舞会v.交媾;狂欢
stick	n.棍;木条v.刺;停留
absolute	adj.纯粹的;道地的n.绝对;绝对事物
readily	adv.乐意地;迅速地
behold	v.看;注视
fierce	adj.狂热的;猛烈的
argument	n.理由;说理
observe	v.观察;说
bless	v.使神圣;为...祝福
bosom	adj.胸的;知心的n.乳房;胸v.抱
rage	n.狂暴;狂怒v.发怒;狂吹
discovery	n.发现;泄露
creature	n.人;生物
shout	n.呼喊v.呼喊;叫嚷
guilty	adj.有过失的;有罪的
punishment	n.罚
gun	n.鸣放;炮v.向...开枪;加大油门
slight	adj.少量的;纤细的n.冷落;轻视v.忽视;看轻
article	n.契约;条款;物品;冠词v.列举;进行控告
police	n.警察;警察部门v.管理
mysterious	adj.神秘的
extend	v.扩展;伸
confess	v.坦白;忏悔
shade	n.荫;阴暗v.隐瞒;遮
murder	n.谋杀;破坏v.扼杀;谋杀
emotion	n.动;情感
wonder	n.惊奇;奇迹v.感到惊讶;感到疑惑
hide	n.皮肤;生命v.隐瞒;遮掩
expedition	n.出征;旅行
horror	n.恐怖;恐怖性
local	adj.局部的;位置的n.当地居民;市郊列车
expense	n.花钱;价钱
ignorant	adj.不知道的;无知的
doctrine	n.教诲;教义
generous	adj.大的;慷慨的
range	n.级别;排;山脉v.排列;变动
host	n.主人;军队v.招待;群集
wet	adj.多雨的;湿的n.湿气;雨v.尿湿;变湿
cloud	n.一大群;云v.覆盖;弄暗
mystery	n.奥秘;神秘
waste	n.废料;浪费v.浪费;消耗
change	n.改变;更动v.改变;换去
possess	v.具有;拥有
disease	n.病;病害
former	adj.前任的;以前的
spend	v.花;用
production	n.产品;产生
source	n.出处;源
mankind	n.男子;人类
universal	adj.全体的;宇宙的n.共相;谓项
deck	n.甲板;桥面v.击倒;装饰
see	v.察看;看
habit	n.气质;习惯
estate	n.地产
aunt	n.阿姨;伯母
reign	n.统治;主宰v.盛行;为王
humble	adj.谦逊的v.使谦逊
compliance	n.柔量;顺从
delay	n.延迟v.耽搁
shin	n.胫;胫骨v.攀;快步走
report	n.报道;报告v.报道;说
hers	pron.她的
midnight	n.半夜十二点钟;漆黑
listen	v.听;听从
flower	n.花;精华v.发育;开花
hero	n.男主角;英雄
accomplish	v.达到;实现
thank	v.感谢;谢谢
bank	n.岸;堆v.开银行;做庄家
philosophy	n.哲理;哲学
belong	v.合适;属
finger	n.手指;指状物v.指出;伸出
market	n.集市;市场v.销售;进行交易
cap	n.便帽;根冠v.覆盖;给...带帽
wave	n.波;高潮;挥手;浪v.招手;波动;飘摇
pick	n.掏;凿v.掏;凿
purpose	n.目的;效用
somewhere	pron.某处
delight	n.高兴;可爱性v.使高兴;感到高兴
push	n.突出;推v.推;突出
press	n.按;压力v.按;挤出
household	n.王室;一家人
fleet	adj.短暂的;浅的n.船队;海军
baby	n.婴儿;幼畜v.轻击
region	n.地区;各地区
lately	adv.近来
utter	adj.绝对的;完全的v.发出;发射
exact	adj.精密的;精确的v.索取;要求
image	n.外形;像v.想象;造像
age	n.成年;年龄v.使老;变陈
murmur	n.细声;小声话语v.小声抱怨;小声说
melancholy	adj.忧郁的n.忧思;忧郁
suspicion	n.怀疑;一点儿v.怀疑
bow	n.弓;虹v.弯曲;鞠躬
refuse	n.废料v.拒不;拒绝
staff	n.工作班子;全体职员v.雇用
liability	n.倾向;责任
enjoy	v.经历;享有
stretch	n.舒展;延伸v.拉直;舒展
gaze	n.凝视v.盯着看
belong	v.合适;属
ashamed	adj.惭愧的
reward	n.报答;酬金v.报答;酬谢
meal	n.挤奶;进餐
blame	n.责任;指责v.指责;诅咒
status	n.地位;法律地位
opinion	n.评价;意见
indicate	v.标示;表明
poem	n.诗
savage	adj.不文明的;凶恶的n.粗鲁的人;野蛮人v.激怒;乱咬
arise	v.起立;上升;出现;发生
voyage	n.航程;航海v.航行越过;航海
misery	n.疼痛;痛苦
guest	n.客;旅客
paint	n.涂漆;颜料v.画;描写
attend	v.出席;侍候
afford	v.买得起;提供
donate	v.放出;捐
job	n.工作;职业
proceed	v.进而做;进行
love	n.爱;爱情v.爱;恋爱
regret	n.懊悔;道歉v.痛惜;因...懊悔
plain	adj.单色的;朴素的n.平原;平针
risk	n.危险;危险率v.把...作赌注;冒...的危险
ad	n.作广告
light	adj.淡色的;轻的adv.轻装地n.光;光感v.点;照亮
angel	n.安琪儿;天使
rapid	adj.陡的;快的n.急流
distinct	adj.明显的;有区别的
doubtless	adj.无疑的adv.公认地;无疑地
proper	adj.本来的;适宜的
wit	n.风趣;智力v.知道
fame	n.传闻;名声
singular	adj.独一的;非凡的
error	n.错误;谬见
utmost	adj.极度的;最远的n.极限
method	n.方法;条理
reputation	n.好名声;名气
appeal	n.呼吁;上诉v.控告;呼吁
strong	adj.极大的;强壮的adv.强烈地;强有力地
lack	n.缺乏;需要v.短少;缺乏
break	n.破裂;破晓v.打破;破坏
dawn	n.开端;黎明v.开始;破晓
violence	n.暴力;猛劲
fatal	adj.致命的;重大的
render	v.付给;给予
career	n.成功;全速;职业;专业v.使奔驰;奔驰adj.职业的
design	n.设计;图案v.决意;谋划
display	n.展览;展示v.陈列;炫耀
get	v.获得;取得
commercial	adj.商品的;商业的n.商业广告;宣传
forgive	v.豁免;容许
light	adj.淡色的;轻的adv.轻装地n.光;光感v.点;照亮
agreeable	adj.适合的;同意的
suggestion	n.暗示;建议
utter	adj.绝对的;完全的v.发出;发射
sheep	n.羊;羊皮革
resolution	n.决心;判决
spare	adj.备用的;剩下的n.备件;姘妇v.节约;宽容
patience	n.坚忍;忍耐
domestic	adj.非野生的;家的n.国货;家仆
farm	n.农场;饲养场v.耕作;种植
reference	n.参照;引文出处v.提出...作参考
exist	v.存在;发生
corn	n.谷粒;鸡眼
approach	n.进路;近似v.近似;靠近
alike	adj.同样的adv.一样地
mount	n.登;山v.登上;登
issue	n.河口;结果v.发行;分配
key	n.答案;方法v.为...调音;钉防
majority	n.多数;多数党
measure	n.尺寸;量度v.打量;量
town	n.城市;镇
flame	n.光辉;火焰v.变热;发光
ignorance	n.不知;无知
occasional	adj.临时的;偶尔的
weakness	n.爱好;弱点;软弱
furnish	v.供应;装设备于
priest	n.祭司;司铎
flying	adj.飞的;飞似的
cloth	n.布;桌布
profit	n.利;利益v.得益;获利
bell	n.钟;钟声v.鸣钟;吼叫
hitherto	adv.到这儿;迄今
benefit	n.义演;益处v.有益于;得益
movement	n.动;动作
eager	adj.敏锐的;热切的
act	n.幕;行为v.扮演;演
atmosphere	n.大气;空气;大气层
chapter	n.章;重要章节
hole	n.巢穴;洞v.打;打洞
depart	v.离开;死
catholic	adj.罗马天主教的n.罗马天主教徒adj.广泛的;宽容的n.扒手
file	n.文件夹;锉刀v.发送;锉
reasonable	adj.公平的;正当的
sugar	n.食糖;糖
sigh	n.叹气v.悲叹;渴望
humanity	n.人道;人类
thrust	n.猛推;要点v.插;刺
frame	n.车架;构架v.构筑;制订
opposition	n.敌对;反对
disk	n.花盘;盘
haste	n.草率;急迫
lonely	adj.孤独的;寂寞的
artist	n.能手;艺术家
knight	n.爵士;骑士v.授...以爵士品位
quarter	n.四分之一;一刻钟
charm	n.美貌;魅力v.使高兴;行魔法
substance	n.实质;物质
roll	n.小圆面包;一卷v.卷;推
division	n.分;分配
slavery	n.奴隶身份;奴隶制
verse	n.韵文;诗;节v.使熟练
decision	n.决定;决议
probable	adj.有充分根据的
painful	adj.困难的;疼痛的
governor	n.长官;州长
forever	adv.老是;永远
turn	n.翻动;旋动v.翻动;旋动
branch	n.分部;树枝v.出枝;分支
ocean	n.海洋;海
rear	adj.后部的;后方的n.后部;后方v.抚养;竖起
leader	n.领先者;领袖
star	n.星;星宿v.用星装饰;当明星
boat	n.船v.用船装运;乘船
keen	adj.刺人的;锋利的
sense	n.感官;感觉v.检测;了解
occasion	n.时机;时刻v.引起
readable	adj.易辨认的;易读的
beloved	adj.受爱戴的;所钟爱的n.心爱的人
bone	n.骨;骨质v.施骨肥于;苦学
enthusiasm	n.热心;宗教狂热
material	adj.身体上的;物质的n.布;材料
luck	n.好运;运气v.凑巧碰上;逢凶化吉
community	n.社会;团体
apparent	adj.表面上的;显然的
hurry	n.急忙;渴望v.急派;赶紧
scheme	n.计划;系统v.计划;密谋
oil	n.石油;油v.溜;融化
thence	adv.所以;之后
reach	n.地带;伸出v.到达;伸出
dim	adj.暗淡的;差的n.昏暗;减光v.使暗淡;使减光
wretched	adj.不幸的;极坏的
hang	v.吊死;悬挂
pipe	n.管子;烟斗v.吹奏;发尖声
useless	adj.差劲的;无益的
print	n.印刷;印刷品v.打上;印
smooth	adj.光溜的;磨平的v.弄平;铺平
solid	adj.固体的;牢固的adv.肯定;全部地n.固体;固形物
build	n.体形;构造v.构成;建设
attempt	n.攻击;企图v.企图;引诱
egg	n.蛋;人v.向...扔蛋;鼓励
equivalent	adj.等价的;同解的n.当量;相等物
burn	n.燃烧;烧伤v.点燃;烧掉
recent	adj.全新世的;最近的
travel	n.旅行;漫游v.经过;旅行
noon	n.午夜;正午
cry	n.叫喊;哭v.哭;鸣
generation	n.产生;代
cabin	n.房舱;棚屋
hand	n.脚;手v.搀扶;交
cease	n.停止v.停止;停
tent	n.帐篷;帷幕v.观察;注意
frequent	adj.经常的v.常到;交往
alarm	n.惊恐;警报v.打扰;使惊恐
nervous	adj.神经的;神经质的
beast	n.动物;畜生
aloud	adv.出声地;大声的
