you	pron.你;你这个
risk	n.危险;危险率v.把...作赌注;冒...的危险
speaking	n.说话adj.说话的
officer	n.船长;法警
ridiculous	adj.呱呱叫的
support	n.帮助;支撑v.帮助;支持
afternoon	n.后期;下午
dream	n.出神;梦v.做;想
apologize	v.道歉;辩解
seat	n.坐部;座v.供给...座位;使坐下
nervous	adj.神经的;神经质的
across	prep.穿过...;与...相交叉
song	n.歌;诗歌
charge	n.价钱;应付v.要;冲锋
patient	adj.忍耐的;有耐心的n.病人;顾客
boat	n.船v.用船装运;乘船
brain	n.脑;脑袋v.重击...的头
hide	n.皮肤;生命v.隐瞒;遮掩
detective	adj.侦查的;侦探器n.发觉者;侦探
general	adj.笼统的;全体的n.将军;上将
nine	n.第九;九
huge	adj.庞大的
breakfast	n.早餐v.进早餐
horrible	adj.极讨厌的n.可怕的人
age	n.成年;年龄v.使老;变陈
awful	adj.使人畏惧的adv.十分
pleasure	n.高兴;娱乐v.使高兴;觉得高兴
hang	v.吊死;悬挂
pick	n.掏;凿v.掏;凿
system	n.系统;制度
sell	n.欺骗;推销v.出卖;卖
quit	v.停止;放弃;离开
apparent	adj.表面上的;显然的
notice	n.警告;关注;征象v.警告;提到
chief	adj.为首的;主要的n.酋长;首领
faith	n.信任;信条
gay	adj.欢快的adv.很;卖弄地
month	n.月
visit	n.参观;视察v.访问;视察
letter	n.信;字母v.在...上刻字
decide	v.解决;决定
double	adj.两倍的;双的adv.两倍地;双双地n.酷似的人;两倍v.握紧;代替
sad	adj.悲哀的;可悲的
press	n.按;压力v.按;挤出
forward	adj.热心的;早的adv.提前地;向前n.前锋v.促进;发送
fool	n.蠢人;弄臣v.愚弄;玩弄
show	n.演出;展览v.陈列;给...看
smell	n.气味;嗅觉v.感觉到;嗅
seem	v.感到好像;好像发生
spell	n.符咒;魔力v.拼作;拼字
memory	n.回忆;记忆
picture	n.画v.绘;映出
slow	adj.耗时的;慢的adv.慢慢地v.放慢;放慢速度
second	adj.次要的;第二的adv.第二;以第二位n.秒;片刻v.赞成;支持
hungry	adj.饥饿的
board	n.板;纸板v.使搭伙;搭伙
position	n.恰当位置;位置v.安放;驻扎
hear	v.听;听见
kitchen	n.厨房;厨师
force	n.力;武力v.强迫;逼叫
fly	n.苍蝇v.使飞;飞
during	prep.在...期间的某一时候
space	n.场地;空间v.分隔开;留间隔
experience	n.经历;经验v.经历
kick	n.踢;踢球v.踢;反冲
other	adj.别的;不同的n.对立的事物
grab	n.抓;抓具v.逮住;抓
discuss	v.论述;品尝
third	n.第三;三分之一
fifty	n.第五十;五十
fat	adj.肥胖的;育肥的n.肥肉;脂肪
idiot	adj.极愚蠢的n.白痴;傻子
rock	n.大石;矿石v.轻摇使;轻摆
rich	adj.富的;富饶的
sudden	adj.突然的;迅速的
agent	n.代理人;动源
bunch	v.打褶;凸出
destroy	v.打破;破坏
buck	adj.雄的adv.完全地n.鹿皮;男人v.顶撞;反抗
track	n.轨道;小道v.跟踪;走过
shoe	n.蹄铁;鞋
scene	n.地点;一场
peace	n.和平;和约
arm	n.臂;军种v.提供;武装起来
demon	n.恶魔;恶人
low	adj.低的;浅的adv.低;低声地
consider	v.考虑;认为
paper	n.文件;纸v.用纸包起;贴糊墙纸
medical	adj.内科的;药的
incredible	adj.难以置信的
witch	n.丑老太婆;女巫v.迷住;向...施巫术
attorney	n.代理人;律师
tell	v.吩咐;讲
knock	n.一击;指责v.敲;敲
way	n.方法;方面
give	v.给予;交给
department	n.部;省
nose	n.鼻子;气味v.探出;嗅
turn	n.翻动;旋动v.翻动;旋动
keep	n.保持;供养v.保管;保守
beer	n.啤酒;汽水
jealous	adj.妒忌的;妒羡的
care	n.小心;忧虑v.喜欢;关心
plenty	adj.很多的adv.充分地n.丰富;富裕
extra	adj.额外的;特佳的adv.额外地;特别地n.号外
tea	n.茶;茶叶
attack	n.攻击;侵蚀v.攻击
whose	det.谁的
weekend	n.周末;周末聚会v.过周末
matter	n.实体;事情v.化脓;要紧
type	n.类型v.翻印;打字
king	n.大王;君主
impossible	adj.不可能的
book	n.卷;书v.预订;预订
machine	n.机动车;机器v.使定型
waste	n.废料;浪费v.浪费;消耗
pretend	v.伪称;装扮
danger	n.危险;危险示意
wall	n.壁;墙v.给...建墙;转动
jump	n.跳;心神不安v.使跳;跳
eat	v.吃;咬
proof	n.证据;证明v.检验;校对
complete	adj.十足的;完成的v.使完美;完成
career	n.成功;全速;职业;专业v.使奔驰;奔驰adj.职业的
arrest	n.逮捕;停止v.逮捕;吸引
star	n.星;星宿v.用星装饰;当明星
breathe	v.呼吸;吸入
perfect	adj.完好的;完美的v.使精通;使完美
warm	adj.感到热的;温暖的v.取暖;同情
pull	n.拉;拉力v.采;拉
twice	adv.两倍;两次
killer	n.杀灭物;杀人者
suit	n.套;衣服v.适合;合适
romantic	adj.有浪漫色彩的n.浪漫的人
find	n.发现;发现物v.发现;找出
check	n.停止;制服v.核对;击退
fit	adj.健康的;适合的n.合身;配合v.配合;适合
divorce	n.分离;离婚v.判...离婚;离婚
begin	v.开始
ourselves	pron.我们亲自;我们自己
ruin	n.毁灭;破产v.毁坏;毁灭
although	conj.虽然;尽管
smile	n.欢快;微笑v.露出;惠及
laugh	n.笑;笑柄v.开颜;笑
fish	n.鱼;鱼肉v.捕;捕鱼
treat	n.款待;乐事v.对待;看待
fear	n.害怕;可能性v.害怕;恐怕
otherwise	adv.别样;不然
mail	n.邮件;邮政v.邮寄;寄出
cost	n.代价;价钱v.价钱为;使付出
stole	n.长袍;圣带
excellent	adj.非常的;较高的
bring	v.促使;出产
pop	n.爸爸;大伯v.敲击;突然行动
bottom	adj.底部的;基础的n.底;枯谷v.使基;基于
note	n.按语;短笺v.记录;注意
sudden	adj.突然的;迅速的
church	n.礼拜;礼拜堂
bathroom	n.厕所间;浴室
flight	n.飞翔;抽逃
honestly	adv.的确;咳
sing	v.唱;啼
foot	n.脚;最下部v.步行;结算
game	adj.猎物的;跛的n.游戏;运动v.赌掉;赌博
glass	n.玻璃;镜子v.反射;给...装玻璃
remind	v.说...以提醒;提醒
bank	n.岸;堆v.开银行;做庄家
charge	n.价钱;应付v.要;冲锋
witness	n.证据;证人v.目击;作证
find	n.发现;发现物v.发现;找出
place	n.场所;地方v.放置;得名次
tree	n.木制用具;树v.在...上植树;爬上树
dare	n.大胆;挑战v.敢;敢做
hardly	adv.不十分;几乎不
interest	n.利益;趣味v.使参与;使感兴趣
steal	n.偷盗v.偷盗;偷垒
princess	n.公主;女王;王妃
silly	adj.无聊的;晕眩的n.傻瓜
contact	n.接触;熟人v.使接触;接触
teach	v.教;教导
shop	n.购物;商店;营业v.选购;浏览
plus	n.加号;正量prep.加;外加
colonel	n.长官;上校
fresh	adj.另外的;新的
trial	adj.审讯的;试验的n.麻烦;试
roll	n.小圆面包;一卷v.卷;推
radio	n.收音机;无线电v.用无线电发送
art	n.美术;艺术
reach	n.地带;伸出v.到达;伸出
dirty	adj.肮脏的;污染的adv.肮脏地;很v.弄脏;玷污
choose	v.情愿;欲;挑选
emergency	n.急症;紧急情况
butt	n.残端;靶v.捻熄;碰撞
credit	n.信任;信誉v.把...归于;信任
obvious	adj.挡道的;显然的
cry	n.叫喊;哭v.哭;鸣
lock	n.锁;闸v.拴住;锁
positive	adj.武断的;有把握的
nuts	adj.发疯的;狂热的nut的复数
goodbye	n.告别
condition	n.健康状况;状况v.使健康;训练
guard	n.警戒;警卫员v.保守;看守
grow	v.种;长
cake	n.饼;糕饼v.结块
mood	n.心境;式
total	adj.完全的;总的n.总数v.总数达;总计
crap	adv.胡扯n.废物;屎v.把...搞乱;拉屎
cry	n.叫喊;哭v.哭;鸣
belong	v.合适;属
lay	adj.世俗的;外行的n.层;歌曲v.置放;产卵
partner	n.搭档;伙伴v.使合伙;合伙
trick	n.诡计;技巧v.打扮;哄骗
pressure	n.按;困扰v.使增压;施加压力
arm	n.臂;军种v.提供;武装起来
dress	n.衣服;装饰v.布置;穿衣
cup	n.杯;杯子v.用杯盛;拔火罐
lie	n.谎言;躺v.说谎;平卧
bus	n.公共汽车;汽车v.用四轮手推车送
taste	n.尝;味v.尝;吃
neck	n.颈肉;颈项v.割颈杀;变狭
south	adj.南部的;在南方的adv.向南方n.南;南部
nurse	n.保姆;护士v.调养;当保姆
raise	n.高岗;提高v.举起;竖起
land	n.地产;陆地v.靠岸;落下
cross	adj.交叉的;相互的adv.横跨地n.十字架v.穿过;交叉
lot	n.抽签;签
mister	n.平民;先生
carry	n.射程;运载v.提;携带
group	n.集体;组v.簇射;形成组
whoever	pron.谁;无论谁
drink	n.喝酒;饮料v.喝
break	n.破裂;破晓v.打破;破坏
file	n.文件夹;锉刀v.发送;锉
lock	n.锁;闸v.拴住;锁
computer	n.计算机;计算器
wine	n.葡萄酒;药酒v.喝酒
spot	n.疤点;点子v.使有污渍;玷污
pay	n.报偿;付钱v.付;付款
study	n.学科;学习;研究v.记住;学习;研究
assume	v.呈现;承担
asleep	adj.长眠的;麻木的
turning	n.旋转;转弯处
legal	adj.法律的;合法的
justice	n.公正;正确
bedroom	n.卧铺单间;卧室
shower	n.一大批;阵雨v.喷淋;洗淋浴
camera	n.暗箱;照相机
fill	n.充分;装填物v.挤满;装满
reason	n.理由;理智v.劝喻;讨论
forty	n.第四十;四十
nope	adv.不
key	n.答案;方法v.为...调音;钉防
breath	n.呼吸;气息
doctor	n.巫医;医生v.修改;修理
pants	n.裤子;短裤
freak	adj.反常的n.畸形;主意突变v.扰乱;胡闹
level	adj.平的;一般高的n.基准面;水平面v.击倒;瞄准
movie	n.电影;电影业
action	n.行动;行为
area	n.地区;面积
folk	adj.现代民间音乐的n.各位;家属
cream	n.奶油;奶油汤v.结奶油;射精
continue	v.继续;延伸
focus	n.焦点;焦距v.集中;聚焦
wild	adj.野生的;原始的adv.狂暴地n.野生动物
desk	n.读经台;书桌
convince	v.使确信;使知错
client	n.顾客;委托人
band	n.群;箍v.聚集
hurt	n.打击;伤v.弄痛;痛
spend	v.花;用
allow	v.允给;允许
grand	adj.崇高的;宏伟的n.一千英镑
answer	n.答案;反应v.回应;回击
shirt	n.衬衫;贴身衣
chair	n.椅子;主席v.使入座
allow	v.允给;允许
rough	adj.不平滑的;未加工的n.粗人v.对...动粗;使不平
see	v.察看;看
government	n.政府;政体
ought	v.欠;占有
empty	adj.空的;空虚的n.空瓶v.使空;流出
round	adj.丰满的;圆的n.圆圈;圆形物prep.围绕;向...各处v.变圆;环行
light	adj.淡色的;轻的adv.轻装地n.光;光感v.点;照亮
insane	adj.蠢极的;精神病的
hat	n.贿赂;帽子
bastard	adj.私生的;野种的n.劣等货;杂种
wind	n.风;圈;气息v.包;绕
show	n.演出;展览v.陈列;给...看
aware	adj.懂事的;意识到的
deal	n.待遇;交易v.发;分配
pack	n.包;小包v.挤;洗
mean	adj.卑鄙的;低劣的n.平均;中间v.意味着;意指
flower	n.花;精华v.发育;开花
tight	adj.紧的;紧身的adv.充分地;紧
hurt	n.打击;伤v.弄痛;痛
ship	n.船;飞船v.用船运;上船
subject	adj.臣服的;需要...的n.题目;学科v.使臣服;提供
guest	n.客;旅客
chicken	adj.胆小的;鸡肉的n.家禽;小鸡v.胆怯
pal	n.好友;同谋v.交友
match	n.火柴;火绳v.结婚;相称
arrest	n.逮捕;停止v.逮捕;吸引
sun	n.恒星;日光v.晒;晒太阳
surgery	n.手术;外科
expect	v.等待;预计
lab	n.实验室
pass	n.境况;通过v.超过;经过
bottle	n.奶瓶;一束v.把...装入瓶中
beyond	prep.迟于;深于
whenever	adv.无论什么时候conj.无论什么时候
pool	n.池塘;水洼v.开;淤积
opinion	n.评价;意见
naked	adj.赤裸裸的;光赤的
common	adj.公共的;普通的n.共用牧地
start	n.惊跳;开始v.出现;惊动
jerk	n.颠簸;反射v.颠簸;猝然一动
secret	adj.秘密的;能保密的n.奥秘;秘密
fall	n.降落;落下v.砍倒;跌倒
play	n.比赛;玩v.开;玩
necessary	adj.必然的;必要的
barely	adv.公开地;仅仅
health	n.健康;卫生
test	n.化验;试验v.化验;考验
copy	n.本;原件v.抄袭;抄写
video	n.电视;录像
cousin	n.堂兄弟;远亲
dry	adj.干的;干燥的v.使干;变干
ahem	adj.哼
twelve	n.第十二;十二
simply	adv.简单地;仅仅
skin	n.皮;外皮v.剥去...的皮;蜕皮
often	adv.常常;通常
fifteen	n.第十五;十五
spirit	n.精神;灵魂v.鼓励;偷偷地走
speech	n.说话;说话方式
name	n.名字;外号v.把...叫作;给...取名字
issue	n.河口;结果v.发行;分配
order	n.次序;整齐v.命令;整理
final	adj.决定性的;最后的n.决赛;期终考试
result	n.获胜;结果v.发生;结果
code	n.编号;编码v.为...编码
research	n.研究;研究才能v.研究
nowhere	pron.没有地方
escape	n.逃路;逃跑v.逃脱;漏出
restaurant	n.餐馆
grateful	adj.感激的
usual	adj.通常的
burn	n.燃烧;烧伤v.点燃;烧掉
address	n.地址;演说v.对付;呼吁
within	adv.户内;内心prep.在...里面;在...之内
screw	n.螺钉;阳螺旋v.操纵;旋
everywhere	pron.每一处
train	n.连串;列车v.把...对准;训练
film	n.薄层;胶片v.拍摄;拍摄电影
regret	n.懊悔;道歉v.痛惜;因...懊悔
goodness	n.精华;善
mistake	n.错误;误解v.误解;误认
detail	n.细部;细节v.列举;详述
suspect	adj.可疑的n.被怀疑的人v.怀疑;疑有
corner	n.包角;角v.垄断;转弯
hero	n.男主角;英雄
dumb	adj.笨的;哑的v.使沉默;变哑
terrific	adj.极好的;可怕的
mission	n.传教团;外交使团
further	adv.此外;更远地v.促进far的比较级
gas	n.麻醉气;气v.加汽油;空谈
hole	n.巢穴;洞v.打;打洞
truck	n.交易;商品v.叫卖;打交道
follow	v.跟随;伴随
end	n.端;终止v.结束;胜过
ruin	n.毁灭;破产v.毁坏;毁灭
split	n.分裂;裂口v.分担;劈开
bear	n.玩具熊;熊v.忍;压
airport	n.机场
bite	n.咬;咬的伤痕v.刺穿;咬
smoke	n.抽烟;烟v.抽;熏制
liar	n.说谎的人
horse	n.马;骑兵v.发情;上马
show	n.演出;展览v.陈列;给...看
project	n.工程;计划v.打算;投掷
card	n.卡;卡片v.得;梳理
desperate	adj.绝望的
themselves	pron.他们亲自;他们自己
search	n.检查;搜查v.探;细察
pathetic	adj.不足的;情感的
damage	n.代价;损害v.损害;受到损坏
spoke	n.辐条
quick	adj.聪敏的;快的adv.紧身地;快n.活肉
scare	n.惊吓;恐慌v.吓;吓走
beach	n.海滩;湖滨v.把...拖上岸;上岸
afford	v.买得起;提供
vote	n.票;投票v.公议;建议
settle	v.安放;定居
gold	n.金;金币
mention	n.传令嘉奖;提及v.传令嘉奖;提到
due	adj.欠款的;应给的adv.正对着n.应缴款;责任
passion	n.激怒;激情
stay	n.逗留;停止v.停止;延迟
rule	n.裁决;规则v.控制;统治
check	n.停止;制服v.核对;击退
tie	n.带;领带v.系;打结
upon	prep.覆盖;接触
head	n.上端;头v.长头;发源
concern	n.公司;关心v.涉及;使挂念
natural	adj.有关自然的n.智力低下的人
champagne	adj.香槟酒色的n.香槟酒;香槟酒色
connection	n.联系;连接
ticket	n.标签;票v.给...门票;描述
finger	n.手指;指状物v.指出;伸出
happiness	n.恰当;幸福
form	n.模型;形体v.构成;形成
kiss	n.轻拂;吻v.轻拂;吻
hat	n.贿赂;帽子
personal	adj.个人的;亲自的
suggest	v.建议;意思是
build	n.体形;构造v.构成;建设
leg	n.假腿;腿
onto	prep.到...之上;对...熟悉
leave	n.告别;许可v.丢弃;经过
downstairs	adj.在楼下的adv.在楼下n.楼下;仆人
ticket	n.标签;票v.给...门票;描述
loose	adj.放松的;宽松的adv.宽松地v.解开;释放
holy	adj.神圣的;圣洁的
staff	n.工作班子;全体职员v.雇用
sea	n.海;内海
planet	n.地球;行星
duty	n.责任;职责
throw	n.冒险;投掷v.发射;投
defense	n.辩护;防御
kiss	n.轻拂;吻v.轻拂;吻
leg	n.假腿;腿
accord	n.谅解;谐和v.授予;相符合
loud	adj.俗艳的;响亮的adv.大声地
practice	n.练习;实践
army	n.军队;陆军
warn	v.警告;通知
miracle	n.奇迹;奇事
carry	n.射程;运载v.提;携带
flying	adj.飞的;飞似的
blind	adj.盲人的;瞎的adv.盲目地;轻率地n.眼罩;遮蔽物v.比...更亮;使瞎
queen	n.酋长夫人;王后
ugly	adj.可怕的;难看的
hate	n.仇恨v.不愿;仇恨
monster	adj.巨大的n.怪兽;怪物
sight	n.检查;看见;视觉v.观测;看到
vampire	n.吸血鬼
bride	n.新娘;帽带
coat	n.皮毛;上衣v.在...上涂
account	n.记述;解释v.报帐;导致
state	n.心情;形态v.陈述;确定
clear	adj.纯色的;清晰的adv.离开着;完全v.扫清;变晴
celebrate	v.举行;庆祝
brilliant	adj.光辉的;卓越的n.最小号铅字
want	n.缺乏;需要v.缺乏;要
add	v.添加;做加法
moon	n.月光;月球v.虚度;懒散度日
lip	n.唇状物;嘴唇
custody	n.照看;羁押
screw	n.螺钉;阳螺旋v.操纵;旋
buy	n.购买v.获得;买
size	n.尺码;大v.相比;给...上涂料
toast	n.烤面包;干杯v.烤;干杯
student	n.学生;学者
however	adv.不管怎样;究竟怎样
star	n.星;星宿v.用星装饰;当明星
reality	n.实在;现实
birth	n.出生;分娩v.产生;生
attitude	n.态度;姿势
advantage	n.好处;有利地位v.有利于;获利
open	adj.开着的;空旷的n.旷野;露天v.开;开辟
grandma	n.老太太;奶奶
beg	v.恳求;请
change	n.改变;更动v.改变;换去
someday	adv.来日
grade	n.等级;阶段v.把...筑平;递变
cheese	n.干酪;要人
roof	n.顶;房屋v.给...装以特定屋面
pizza	n.比萨饼
brother	n.兄弟;挚友
sign	n.标志;符号v.签;写下
bird	n.鸟;幼鸟
marry	v.娶;结婚
powerful	adj.浓烈的;强壮的
fake	adj.假的n.假货;骗子v.伪造;伪装
open	adj.开着的;空旷的n.旷野;露天v.开;开辟
expect	v.等待;预计
eventually	adv.终于
idea	n.计划;思想
cover	n.书壳;掩蔽v.盖;代替
familiar	adj.亲近的;熟悉的n.常客;知交
bomb	n.炸弹v.大胜;轰炸
television	n.电视;电视机
color	n.颜色v.变色;脸红
heavy	adj.太贵的;重的n.肥畜;重的人
schedule	n.表;计划v.安排;将...列表
record	n.记录;履历v.登记;记录
dollar	n.美元;一元银币
capable	adj.有能力的
master	n.艺术家;主人v.精通;统治
number	n.数目;算术v.把...编号;计数
practical	adj.可实施的;实践的
correct	adj.正当的;正确的v.惩治;改正
clue	n.提示词语;线索v.为...提供线索
immediate	adj.立即的;直接的
social	adj.社会的n.社会保险;社交聚会
nature	n.大自然;禀性
deserve	v.应受;应受报答
teacher	n.教员
threat	n.威胁;凶兆
bloody	adj.嗜杀的;血污的v.使流血
lonely	adj.孤独的;寂寞的
order	n.次序;整齐v.命令;整理
shame	n.羞耻;羞辱v.感到羞耻
local	adj.局部的;位置的n.当地居民;市郊列车
jacket	n.皮毛;外罩v.打
hook	n.钩;陷阱v.钓;钩
destroy	v.打破;破坏
loser	n.输者;遗失者
above	adj.上面出现过的adv.在顶部;在上面prep.多于;高于
invite	v.请求;邀请
shooting	n.发射;射猎
merry	adj.欢乐的;轻快的
port	n.港;包v.向左转;持
precious	adj.贵重的adv.极其n.珍爱的人
lesson	n.功课;教程
criminal	adj.犯罪的;刑事的n.罪犯
grow	v.种;长
victim	n.牺牲;牺牲者
professor	n.教授;专家
follow	v.跟随;伴随
funeral	n.葬礼
dean	n.教务长;学院院长
consider	v.考虑;认为
burning	adj.发热的;燃烧的
couch	n.长榻;眠床v.表达;平握
